薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考,診療報酬における加算等の算定対象から除外する品目
5200143D1025,苓甘姜味辛夏仁湯エキス,ツムラ苓甘姜味辛夏仁湯エキス顆粒（医療用）,,,,,
5200144C1024,苓姜朮甘湯エキス,コタロー苓姜朮甘湯エキス細粒,,,,,
5200144C1032,苓姜朮甘湯エキス,三和苓姜朮甘湯エキス細粒,,,,,
5200144D1020,苓姜朮甘湯エキス,ツムラ苓姜朮甘湯エキス顆粒（医療用）,,,,,
5200144D1046,苓姜朮甘湯エキス,本草苓姜朮甘湯エキス顆粒－Ｍ,,,,,
5200145C1037,苓桂朮甘湯エキス,コタロー苓桂朮甘湯エキス細粒,,,,,
5200145C1045,苓桂朮甘湯エキス,三和苓桂朮甘湯エキス細粒,,,,,
5200145C1053,苓桂朮甘湯エキス,ジュンコウ　苓桂朮甘湯ＦＣエキス細粒　医療用,,,,,
5200145C1061,苓桂朮甘湯エキス,〔東洋〕苓桂朮甘湯エキス細粒,,,,,
5200145C1070,苓桂朮甘湯エキス,クラシエ苓桂朮甘湯エキス細粒,,,,,
5200145D1024,苓桂朮甘湯エキス,オースギ苓桂朮甘湯エキスＴＧ,,,,,
5200145D1032,苓桂朮甘湯エキス,ＪＰＳ苓桂朮甘湯エキス顆粒〔調剤用〕,,,,,
5200145D1040,苓桂朮甘湯エキス,太虎堂の苓桂朮甘湯エキス顆粒,,,,,
5200145D1059,苓桂朮甘湯エキス,ツムラ苓桂朮甘湯エキス顆粒（医療用）,,,,,
5200145D1075,苓桂朮甘湯エキス,本草苓桂朮甘湯エキス顆粒－Ｍ,,,,,
5200145F1033,苓桂朮甘湯エキス,ジュンコウ　苓桂朮甘湯ＦＣエキス錠　医療用,,,,,
5200146C1031,六味丸エキス,クラシエ六味丸料エキス細粒,,,,,
5200146D1029,六味丸エキス,ツムラ六味丸エキス顆粒（医療用）,,,,,
5200147C1028,六味地黄丸エキス,ジュンコウ　六味地黄丸料ＦＣエキス細粒　医療用,,,,,
5200147C1036,六味地黄丸エキス,〔東洋〕六味地黄丸料エキス細粒,,,,,
5200148C1022,附子人参湯エキス,三和附子理中湯エキス細粒,,,,,
5200149D1022,立効散エキス,ツムラ立効散エキス顆粒（医療用）,,,,,
5900001A1025,ブシ末,花扇加工ブシ末Ｋ,,,,,
5900001A1033,ブシ末,本草加工ブシ末,,,,,
5900001A1041,ブシ末,オースギ加工ブシ末,,,,,
5900001F1022,ブシ末,アコニンサン錠,,,,,
5900001X1036,ブシ末,加工ブシ末「三和生薬」,,,,,
5900002A1020,ブシ末,小太郎漢方の炮附子末,,,,,
5900003B1020,ヨクイニンエキス,ヨクイニンエキス散「コタロー」,,,,,
5900003F1021,ヨクイニンエキス,ヨクイニンエキス錠「コタロー」,,,,,
5900004A1053,ブシ末,ブシ末（調剤用）「ツムラ」,,,,,
6111002D1039,ベンジルペニシリンベンザチン水和物,バイシリンＧ顆粒４０万単位,,,,,
6112001M1031,クリンダマイシン塩酸塩,ダラシンカプセル７５ｍｇ,,,,,
6112001M2038,クリンダマイシン塩酸塩,ダラシンカプセル１５０ｍｇ,,,,,
6112003M1030,リンコマイシン塩酸塩水和物,リンコシンカプセル２５０ｍｇ,,,,,
6113001B1011,バンコマイシン塩酸塩,バンコマイシン塩酸塩５００ｍｇ散,,,,,
6113001B1100,バンコマイシン塩酸塩,バンコマイシン塩酸塩散０．５ｇ「タイヨー」,,,,,
6113001B1135,バンコマイシン塩酸塩,バンコマイシン塩酸塩散０．５ｇ「明治」,,,,,
6113001B1143,バンコマイシン塩酸塩,塩酸バンコマイシン散０．５ｇ（ＯＫ）,,,,,
6119001F1025,フィダキソマイシン,ダフクリア錠２００ｍｇ,1,,,,
6123003M1042,カナマイシン一硫酸塩,カナマイシンカプセル２５０ｍｇ「明治」,,,,,
6123003Q1044,カナマイシン一硫酸塩,カナマイシンシロップ５％「明治」,,,R5.3.31まで,,
6125001B1039,コリスチンメタンスルホン酸ナトリウム,コリマイシン散２００万単位／ｇ,,,,,
6125001D1030,コリスチンメタンスルホン酸ナトリウム,メタコリマイシン顆粒２００万単位／ｇ,,,,,
6125001M1030,コリスチンメタンスルホン酸ナトリウム,メタコリマイシンカプセル３００万単位,,,,,
6126001F1038,ポリミキシンＢ硫酸塩,硫酸ポリミキシンＢ錠２５万単位「ファイザー」,,,,,
6126001F2034,ポリミキシンＢ硫酸塩,硫酸ポリミキシンＢ錠１００万単位「ファイザー」,,,,,
6131001C1015,アモキシシリン水和物,アモキシシリン１００ｍｇ細粒,3,,,,
6131001C1210,アモキシシリン水和物,サワシリン細粒１０％,2,,,,
6131001C1228,アモキシシリン水和物,パセトシン細粒１０％,2,,,,
6131001C2011,アモキシシリン水和物,アモキシシリン２００ｍｇ細粒,3,,,,
6131001F2026,アモキシシリン水和物,サワシリン錠２５０,2,,,,
6131001M1010,アモキシシリン水和物,アモキシシリン１２５ｍｇカプセル,3,,,,
6131001M1070,アモキシシリン水和物,パセトシンカプセル１２５,☆,,,,
6131001M1088,アモキシシリン水和物,サワシリンカプセル１２５,2,,,,
6131001M2017,アモキシシリン水和物,アモキシシリン２５０ｍｇカプセル,3,,,,
6131001M2300,アモキシシリン水和物,サワシリンカプセル２５０,2,,,,
6131002M1147,アンピシリン水和物,ビクシリンカプセル２５０ｍｇ,,,,,
6131002R1110,アンピシリン水和物,ビクシリンドライシロップ１０％,,,,,
6131004F2054,バカンピシリン塩酸塩,ペングッド錠２５０ｍｇ,,,,,
6131008C1033,スルタミシリントシル酸塩水和物,ユナシン細粒小児用１０％,,,,,
6131008F1030,スルタミシリントシル酸塩水和物,ユナシン錠３７５ｍｇ,,,,,
6132002E1034,セファレキシン,Ｌ－ケフレックス小児用顆粒,,,,,
6132002E2014,セファレキシン,セファレキシン５００ｍｇ複合顆粒,,,,,
6132002E2030,セファレキシン,Ｌ－ケフレックス顆粒,,,,,
6132002E2170,セファレキシン,セファレキシン複合顆粒５００ｍｇ「トーワ」,,,,,
6132002F1080,セファレキシン,ラリキシン錠２５０ｍｇ,,,,,
6132002F1099,セファレキシン,セファレキシン錠２５０「日医工」,,,,,
6132002M2175,セファレキシン,セファレキシンカプセル２５０ｍｇ「トーワ」,,,,,
6132002M2183,セファレキシン,ケフレックスカプセル２５０ｍｇ,,,,,
6132002R1141,セファレキシン,ケフレックスシロップ用細粒１００,,,,,
6132002R1168,セファレキシン,ラリキシンドライシロップ小児用１０％,,,,,
6132002R2032,セファレキシン,ケフレックスシロップ用細粒２００,,,,,
6132002R2130,セファレキシン,ラリキシンドライシロップ小児用２０％,,,,,
6132002R4094,セファレキシン,セファレキシンドライシロップ小児用５０％「日医工」,,,,,
6132005C1010,セファクロル,セファクロル細粒,,,,,
6132005C1053,セファクロル,ケフラール細粒小児用１００ｍｇ,,,,,
6132005C1231,セファクロル,セファクロル細粒１０％「日医工」,,,,,
6132005C1258,セファクロル,セファクロル細粒小児用１０％「サワイ」,,,,,
6132005C2106,セファクロル,セファクロル細粒２０％「日医工」,,,,,
6132005E1020,セファクロル,Ｌ－ケフラール顆粒,,,,,
6132005M1016,セファクロル,セファクロル２５０ｍｇカプセル,,,,,
6132005M1059,セファクロル,ケフラールカプセル２５０ｍｇ,,,,,
6132005M1210,セファクロル,セファクロルカプセル２５０ｍｇ「ＴＣＫ」,,,,,
6132005M1229,セファクロル,セファクロルカプセル２５０ｍｇ「トーワ」,,,,,
6132005M1245,セファクロル,セファクロルカプセル２５０ｍｇ「ＪＧ」,,,,,
6132005M1253,セファクロル,セファクロルカプセル２５０ｍｇ「ＳＮ」,,,,,
6132005M1261,セファクロル,セファクロルカプセル２５０ｍｇ「サワイ」,,,,,
6132006R1093,セフロキサジン水和物,オラスポア小児用ドライシロップ１０％,,,,,
6132008C1014,セフィキシム水和物,セフィキシム５０ｍｇ細粒,★,,,,
6132008C1022,セフィキシム水和物,セフスパン細粒５０ｍｇ,☆,,,,
6132008C2010,セフィキシム水和物,セフィキシム１００ｍｇ細粒,3,,,,
6132008M1028,セフィキシム水和物,セフスパンカプセル５０ｍｇ,,,,,
6132008M2024,セフィキシム水和物,セフスパンカプセル１００ｍｇ,,,,,
6132009C2023,セフテラム　ピボキシル,トミロン細粒小児用２０％,,,,,
6132009F1023,セフテラム　ピボキシル,トミロン錠５０,,,,,
6132009F2020,セフテラム　ピボキシル,トミロン錠１００,,,,,
6132010F1034,セフロキシム　アキセチル,オラセフ錠２５０ｍｇ,,,,,
6132011F1012,セフポドキシム　プロキセチル,セフポドキシム　プロキセチル１００ｍｇ錠,3,,,,
6132011F1080,セフポドキシム　プロキセチル,バナン錠１００ｍｇ,2,,,,
6132011R1019,セフポドキシム　プロキセチル,セフポドキシム　プロキセチル５０ｍｇシロップ用,3,,,,
6132011R1078,セフポドキシム　プロキセチル,バナンドライシロップ５％,2,,,,
6132013C1015,セフジニル,セフジニル１００ｍｇ細粒,3,,,,
6132013C1031,セフジニル,セフゾン細粒小児用１０％,2,,,,
6132013C1066,セフジニル,セフジニル細粒小児用１０％「ＹＤ」,3,,,,
6132013C1074,セフジニル,セフジニル細粒小児用１０％「サワイ」,3,,,,
6132013C1082,セフジニル,セフジニル細粒１０％小児用「日医工」,3,,,,
6132013C1112,セフジニル,セフジニル細粒１０％小児用「ＴＹＫ」,3,,,,
6132013C1163,セフジニル,セフジニル細粒小児用１０％「トーワ」,3,,,,
6132013F1038,セフジニル,セフジニル錠５０ｍｇ「サワイ」,,,,,
6132013F2034,セフジニル,セフジニル錠１００ｍｇ「サワイ」,,,,,
6132013M1010,セフジニル,セフジニル５０ｍｇカプセル,,,,,
6132013M1029,セフジニル,セフゾンカプセル５０ｍｇ,,,,,
6132013M1088,セフジニル,セフジニルカプセル５０ｍｇ「ＹＤ」,,,,,
6132013M1096,セフジニル,セフジニルカプセル５０ｍｇ「日医工」,,,,,
6132013M1126,セフジニル,セフジニルカプセル５０ｍｇ「ＪＧ」,,,,,
6132013M1142,セフジニル,セフジニルカプセル５０ｍｇ「トーワ」,,,,,
6132013M2017,セフジニル,セフジニル１００ｍｇカプセル,,,,,
6132013M2025,セフジニル,セフゾンカプセル１００ｍｇ,,,,,
6132013M2106,セフジニル,セフジニルカプセル１００ｍｇ「ＹＤ」,,,,,
6132013M2114,セフジニル,セフジニルカプセル１００ｍｇ「日医工」,,,,,
6132013M2149,セフジニル,セフジニルカプセル１００ｍｇ「ＪＧ」,,,,,
6132013M2165,セフジニル,セフジニルカプセル１００ｍｇ「トーワ」,,,,,
6132015C1014,セフジトレン　ピボキシル,セフジトレン　ピボキシル１００ｍｇ細粒,,,,,
6132015C1065,セフジトレン　ピボキシル,セフジトレンピボキシル小児用細粒１０％「サワイ」,,,R5.3.31まで,,
6132015C1081,セフジトレン　ピボキシル,セフジトレンピボキシル細粒小児用１０％「トーワ」,,,,,
6132015C1090,セフジトレン　ピボキシル,セフジトレンピボキシル細粒１０％小児用「日医工」,,,,,
6132015C1103,セフジトレン　ピボキシル,メイアクトＭＳ小児用細粒１０％,,,,,
6132015C1111,セフジトレン　ピボキシル,セフジトレンピボキシル小児用細粒１０％「ＯＫ」,,,,,
6132015C1120,セフジトレン　ピボキシル,セフジトレンピボキシル小児用細粒１０％「ＳＷ」,,,,,
6132015F1037,セフジトレン　ピボキシル,メイアクトＭＳ錠１００ｍｇ,,,,,
6132015F1045,セフジトレン　ピボキシル,セフジトレンピボキシル錠１００ｍｇ「ＣＨ」,,,,,
6132015F1053,セフジトレン　ピボキシル,セフジトレンピボキシル錠１００ｍｇ「サワイ」,,,,,
6132015F1061,セフジトレン　ピボキシル,セフジトレンピボキシル錠１００ｍｇ「トーワ」,,,,,
6132015F1070,セフジトレン　ピボキシル,セフジトレンピボキシル錠１００ｍｇ「日医工」,,,,,
6132015F1088,セフジトレン　ピボキシル,セフジトレンピボキシル錠１００ｍｇ「ＯＫ」,,,,,
6132016C1019,セフカペン　ピボキシル塩酸塩水和物,セフカペン　ピボキシル塩酸塩１００ｍｇ細粒,3,,,,1
6132016C1027,セフカペン　ピボキシル塩酸塩水和物,フロモックス小児用細粒１００ｍｇ,2,,,,1
6132016F1015,セフカペン　ピボキシル塩酸塩水和物,セフカペン　ピボキシル塩酸塩７５ｍｇ錠,3,,,,1
6132016F1023,セフカペン　ピボキシル塩酸塩水和物,フロモックス錠７５ｍｇ,2,,,,1
6132016F2011,セフカペン　ピボキシル塩酸塩水和物,セフカペン　ピボキシル塩酸塩１００ｍｇ錠,3,,,,1
6132016F2020,セフカペン　ピボキシル塩酸塩水和物,フロモックス錠１００ｍｇ,2,,,,1
6135001F1029,ホスホマイシンカルシウム水和物,ホスミシン錠２５０,,,,,
6135001F2025,ホスホマイシンカルシウム水和物,ホスミシン錠５００,,,,,
6135001M1060,ホスホマイシンカルシウム水和物,ホスホマイシンカルシウムカプセル２５０ｍｇ「日医工」,,,,,
6135001M2148,ホスホマイシンカルシウム水和物,ホスホマイシンカルシウムカプセル５００ｍｇ「日医工」,,,,,
6135001R1025,ホスホマイシンカルシウム水和物,ホスミシンドライシロップ２００,,,,,
6135001R2110,ホスホマイシンカルシウム水和物,ホスミシンドライシロップ４００,,,,,
6135001R2170,ホスホマイシンカルシウム水和物,ホスホマイシンカルシウムドライシロップ４０％「日医工」,,,,,
6139001F1028,ファロペネムナトリウム水和物,ファロム錠１５０ｍｇ,1,,,,
6139001F2024,ファロペネムナトリウム水和物,ファロム錠２００ｍｇ,1,,,,
6139001R1032,ファロペネムナトリウム水和物,ファロムドライシロップ小児用１０％,1,,,,
6139002C1026,テビペネム　ピボキシル,オラペネム小児用細粒１０％,1,,,,
6139100F1048,アモキシシリン水和物・クラブラン酸カリウム,オーグメンチン配合錠１２５ＳＳ,,,,,
6139100F2044,アモキシシリン水和物・クラブラン酸カリウム,オーグメンチン配合錠２５０ＲＳ,,,,,
6139100R1036,アモキシシリン水和物・クラブラン酸カリウム,クラバモックス小児用配合ドライシロップ,1,,,,
6141001D1033,エリスロマイシンエチルコハク酸エステル,エリスロシンＷ顆粒２０％,,,,,
6141001R1120,エリスロマイシンエチルコハク酸エステル,エリスロシンドライシロップ１０％,,,,,
6141001R2053,エリスロマイシンエチルコハク酸エステル,エリスロシンドライシロップＷ２０％,,,,,
6141002F2078,エリスロマイシン,エリスロマイシン錠２００ｍｇ「サワイ」,3,,,,
6141004F1038,エリスロマイシンステアリン酸塩,エリスロシン錠１００ｍｇ,,,,,
6141004F2042,エリスロマイシンステアリン酸塩,エリスロシン錠２００ｍｇ,,,,,
6142001F1031,スピラマイシン酢酸エステル,アセチルスピラマイシン錠１００,1,,,,
6142001F2038,スピラマイシン酢酸エステル,アセチルスピラマイシン錠２００,1,,,,
6145001F1033,ジョサマイシン,ジョサマイシン錠５０ｍｇ,1,,,,
6145001F2048,ジョサマイシン,ジョサマイシン錠２００ｍｇ,1,,,,
6145002Q1039,ジョサマイシンプロピオン酸エステル,ジョサマイシロップ３％,1,,,,
6145002R1042,ジョサマイシンプロピオン酸エステル,ジョサマイドライシロップ１０％,1,,,,
6149002F1010,ロキシスロマイシン,ロキシスロマイシン１５０ｍｇ錠,3,,,,1
6149002F1029,ロキシスロマイシン,ルリッド錠１５０,2,,,,1
6149002F1193,ロキシスロマイシン,ロキシスロマイシン錠１５０ｍｇ「トーワ」,3,,,,1
6149003F1015,クラリスロマイシン,クラリスロマイシン５０ｍｇ錠,3,,,,1
6149003F1023,クラリスロマイシン,クラリシッド錠５０ｍｇ小児用,2,,,,1
6149003F1031,クラリスロマイシン,クラリス錠５０小児用,2,,,,1
6149003F2011,クラリスロマイシン,クラリスロマイシン２００ｍｇ錠,3,,,,1
6149003F2020,クラリスロマイシン,クラリシッド錠２００ｍｇ,2,,,,1
6149003F2038,クラリスロマイシン,クラリス錠２００,2,,,,1
6149003R1011,クラリスロマイシン,クラリスロマイシン１００ｍｇシロップ用,3,,,,1
6149003R1046,クラリスロマイシン,クラリスロマイシンＤＳ１０％小児用「ＥＭＥＣ」,3,,,,1
6149003R1062,クラリスロマイシン,クラリスロマイシンＤＳ小児用１０％「タカタ」,3,,,,1
6149003R1135,クラリスロマイシン,クラリシッド・ドライシロップ１０％小児用,2,,R5.3.31まで,,1
6149003R1143,クラリスロマイシン,クラリスドライシロップ１０％小児用,2,,,,1
6149003R1160,クラリスロマイシン,クラリスロマイシンドライシロップ１０％小児用「タイヨー」,3,,,,1
6149003R1216,クラリスロマイシン,クラリスロマイシンＤＳ小児用１０％「トーワ」,3,,,,1
6149003R1224,クラリスロマイシン,クラリスロマイシンＤＳ小児用１０％「科研」,3,,R5.3.31まで,,1
6149003R1232,クラリスロマイシン,クラリスロマイシンＤＳ１０％小児用「ＭＥＥＫ」,3,,,,1
6149004C1030,アジスロマイシン水和物,ジスロマック細粒小児用１０％,2,,,,
