区分,薬価基準収載医薬品コード,成分名,規格,日本薬局方,麻薬,業者名追記,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,3231401Q5012,ブドウ糖,１０％５００ｍＬ１袋,局,,,ブドウ糖注射液,,,,,211,,
注射薬,3231401Q6019,ブドウ糖,５％５０ｍＬ１瓶,局,,,ブドウ糖注射液,,,,,132,,
注射薬,3231401T1028,ブドウ糖,２０％５００ｍＬ１袋,局,,,光糖液２０％,光製薬,,,,228,,
注射薬,3231401T2024,ブドウ糖,３０％５００ｍＬ１袋,局,,,光糖液３０％,光製薬,,,,243,,
注射薬,3231401T3012,ブドウ糖,５％２００ｍＬ１袋,局,,,ブドウ糖注射液,,,,,159,,
注射薬,3232400A2018,果糖,５％５００ｍＬ１瓶,局,,,果糖注射液,,,,,149,,
注射薬,3232400A3014,果糖,５％１Ｌ１瓶,局,,,果糖注射液,,,,,332,,
注射薬,3232400A6013,果糖,２０％２０ｍＬ１管,局,,,果糖注射液,,,,,94,,
注射薬,3232400A6030,果糖,２０％２０ｍＬ１管,局,,,２０％フルクトン注,大塚製薬工場,,,,98,,
注射薬,3232400A8016,果糖,５％２００ｍＬ１袋,局,,,果糖注射液,,,,,121,,
注射薬,3232400A9012,果糖,５％５００ｍＬ１袋,局,,,果糖注射液,,,,,149,,
注射薬,3233400A4077,マルトース水和物,１０％５００ｍＬ１袋,,,,マルトス輸液１０％,大塚製薬工場,,先発品,,211,,
注射薬,3233400A4085,マルトース水和物,１０％５００ｍＬ１袋,,,,マルトース輸液１０％「フソー」,扶桑薬品工業,,,,211,,
注射薬,3233400A6053,マルトース水和物,１０％２５０ｍＬ１袋,,,,マルトス輸液１０％,大塚製薬工場,,先発品,,207,,
注射薬,3233400A7041,マルトース水和物,１０％２００ｍＬ１袋,,,,マルトース輸液１０％「フソー」,扶桑薬品工業,,,,211,,
注射薬,3234400A2012,キシリトール,５％３００ｍＬ１瓶,局,,,キシリトール注射液,,,,,228,,
注射薬,3234400A3019,キシリトール,５％５００ｍＬ１瓶,局,,,キシリトール注射液,,,,,228,,
注射薬,3234400A4015,キシリトール,１０％２０ｍＬ１管,局,,,キシリトール注射液,,,,,89,,
注射薬,3234400A8010,キシリトール,２０％２０ｍＬ１管,,,,キシリトール２０％２０ｍＬ注射液,,,,,84,,
注射薬,3234400A8193,キシリトール,２０％２０ｍＬ１管,局,,※,キシリトール注２０％（大塚製薬工場）,大塚製薬工場,,,,90,,
注射薬,3234400A8215,キシリトール,２０％２０ｍＬ１管,局,,,キシリトール注２０％「フソー」,扶桑薬品工業,,,,90,,
注射薬,3234400A8231,キシリトール,２０％２０ｍＬ１管,局,,,キシリトール注２０％「ＮＰ」,ニプロ,,,,90,,
注射薬,3234400H1014,キシリトール,５％２００ｍＬ１袋,局,,,キシリトール注射液,,,,,226,,
注射薬,3234400H2010,キシリトール,５％５００ｍＬ１袋,局,,,キシリトール注射液,,,,,228,,
注射薬,3234400H3017,キシリトール,５％３００ｍＬ１袋,局,,,キシリトール注射液,,,,,228,,
注射薬,3234401G1030,キシリトール,２０％２０ｍＬ１筒,局,,,キシリトール注２０％シリンジ「ＮＰ」,ニプロ,後発品,,,179,,
注射薬,3239501A3026,Ｄ－ソルビトール・Ｄ－マンニトール,３００ｍＬ１袋,,,,マンニットールＳ注射液,陽進堂,,,,472,,
注射薬,3239502X1020,高カロリー輸液用基本液,７００ｍＬ１袋,,,,ハイカリック液－１号,テルモ,,先発品,,456,,
注射薬,3239503X1025,高カロリー輸液用基本液,７００ｍＬ１袋,,,,ハイカリック液－２号,テルモ,,先発品,,475,,
注射薬,3239507X1023,高カロリー輸液用基本液,７００ｍＬ１袋,,,,ハイカリック液－３号,テルモ,,先発品,,543,,
注射薬,3239512X1040,高カロリー輸液用基本液,７００ｍＬ１袋,,,,カロナリーＬ輸液,扶桑薬品工業,後発品,,,277,R5.3.31まで,
注射薬,3239512X1059,高カロリー輸液用基本液,７００ｍＬ１袋,,,,ハイカリックＮＣ－Ｌ輸液,テルモ,,先発品,○,338,R5.3.31まで,
注射薬,3239513X1045,高カロリー輸液用基本液,７００ｍＬ１袋,,,,カロナリーＭ輸液,扶桑薬品工業,後発品,,,283,R5.3.31まで,
注射薬,3239513X1053,高カロリー輸液用基本液,７００ｍＬ１袋,,,,ハイカリックＮＣ－Ｎ輸液,テルモ,,先発品,○,388,R5.3.31まで,
注射薬,3239514X1040,高カロリー輸液用基本液,７００ｍＬ１袋,,,,カロナリーＨ輸液,扶桑薬品工業,後発品,,,339,R5.3.31まで,
注射薬,3239514X1058,高カロリー輸液用基本液,７００ｍＬ１袋,,,,ハイカリックＮＣ－Ｈ輸液,テルモ,,先発品,○,408,R5.3.31まで,
注射薬,3239515X1036,高カロリー輸液用基本液,５００ｍＬ１瓶又は１袋,,,,リハビックス－Ｋ１号輸液,エイワイファーマ,,先発品,,696,,
注射薬,3239516X1030,高カロリー輸液用基本液,５００ｍＬ１瓶又は１袋,,,,リハビックス－Ｋ２号輸液,エイワイファーマ,,先発品,,696,,
注射薬,3239527A1036,高カロリー輸液用基本液,２５０ｍＬ１袋,,,,ハイカリックＲＦ輸液,テルモ,,先発品,,398,,
注射薬,3239527A2032,高カロリー輸液用基本液,５００ｍＬ１袋,,,,ハイカリックＲＦ輸液,テルモ,,先発品,,418,,
注射薬,3253401A6034,高カロリー輸液用総合アミノ酸製剤,（１０％）２０ｍＬ１管,,,,ハイ・プレアミン注－１０％,扶桑薬品工業,後発品,,,59,,
注射薬,3253401H4048,高カロリー輸液用総合アミノ酸製剤,（１２％）２００ｍＬ１袋,,,,プロテアミン１２注射液,テルモ,,,,470,,
注射薬,3253401H5036,高カロリー輸液用総合アミノ酸製剤,（１０％）２００ｍＬ１袋,,,,モリアミンＳ注,エイワイファーマ,,,,472,,
注射薬,3253403A2038,高カロリー輸液用総合アミノ酸製剤,２００ｍＬ１袋,,,,モリプロンＦ輸液,エイワイファーマ,,先発品,,397,,
注射薬,3253404A3047,肝不全用アミノ酸製剤,２００ｍＬ１袋,,,,ヒカリレバン注,光製薬,★,,,358,,
注射薬,3253404A3055,肝不全用アミノ酸製剤,２００ｍＬ１袋,,,,アミノレバン点滴静注,大塚製薬工場,,先発品,,358,,
注射薬,3253404A3063,肝不全用アミノ酸製剤,２００ｍＬ１袋,,,,テルフィス点滴静注,テルモ,★,,,358,,
注射薬,3253404A4043,肝不全用アミノ酸製剤,５００ｍＬ１袋,,,,ヒカリレバン注,光製薬,★,,,640,,
注射薬,3253404A4051,肝不全用アミノ酸製剤,５００ｍＬ１袋,,,,アミノレバン点滴静注,大塚製薬工場,,先発品,,632,,
注射薬,3253404A4060,肝不全用アミノ酸製剤,５００ｍＬ１袋,,,,テルフィス点滴静注,テルモ,★,,,640,,
注射薬,3253406A4034,高カロリー輸液用総合アミノ酸製剤,２００ｍＬ１袋,,,,アミパレン輸液,大塚製薬工場,,先発品,,348,,
注射薬,3253406A5030,高カロリー輸液用総合アミノ酸製剤,３００ｍＬ１袋,,,,アミパレン輸液,大塚製薬工場,,先発品,,422,,
注射薬,3253406A6037,高カロリー輸液用総合アミノ酸製剤,４００ｍＬ１袋,,,,アミパレン輸液,大塚製薬工場,,先発品,,527,,
注射薬,3253407A3032,高カロリー輸液用総合アミノ酸製剤,２００ｍＬ１袋,,,,アミニック輸液,エイワイファーマ,,先発品,,381,,
注射薬,3253410A1031,肝不全用アミノ酸製剤,２００ｍＬ１袋,,,,モリヘパミン点滴静注,エイワイファーマ,,先発品,,372,,
注射薬,3253410A2038,肝不全用アミノ酸製剤,３００ｍＬ１袋,,,,モリヘパミン点滴静注,エイワイファーマ,,先発品,,534,,
注射薬,3253410A3034,肝不全用アミノ酸製剤,５００ｍＬ１袋,,,,モリヘパミン点滴静注,エイワイファーマ,,先発品,,749,,
注射薬,3253411A1036,高カロリー輸液用総合アミノ酸製剤,２００ｍＬ１袋,,,,アミゼットＢ輸液,テルモ,,先発品,,438,,
注射薬,3253412A2029,高カロリー輸液用総合アミノ酸製剤,２００ｍＬ１袋,,,,プレアミン－Ｐ注射液,扶桑薬品工業,,先発品,,341,,
注射薬,3253414A1030,腎不全用アミノ酸製剤,２００ｍＬ１袋,,,,キドミン輸液,大塚製薬工場,,先発品,,439,,
注射薬,3253414A2036,腎不全用アミノ酸製剤,３００ｍＬ１袋,,,,キドミン輸液,大塚製薬工場,,先発品,,612,,
注射薬,3253415A1034,腎不全用アミノ酸製剤,２００ｍＬ１袋,,,,ネオアミユー輸液,エイワイファーマ,,先発品,,451,,
注射薬,3253416A1020,Ｌ－リシン塩酸塩・Ｌ－アルギニン塩酸塩,１Ｌ１袋,,,,ライザケア輸液,富士フイルム富山化学,,先発品,,1177,,
注射薬,3259508A5031,総合アミノ酸製剤（ソルビトール加）,（１０％）２０ｍＬ１管,,,,ハイ・プレアミンＳ注－１０％,扶桑薬品工業,,,,59,,
注射薬,3259510A3036,総合アミノ酸製剤（ブドウ糖加）,２００ｍＬ１袋,,,,プラスアミノ輸液,大塚製薬工場,,先発品,,289,,
注射薬,3259510A4032,総合アミノ酸製剤（ブドウ糖加）,５００ｍＬ１袋,,,,プラスアミノ輸液,大塚製薬工場,,先発品,,347,,
注射薬,3259515G1039,アミノ酸・糖・電解質,１キット,,,,ピーエヌツイン－１号輸液,エイワイファーマ,,先発品,,704,,
注射薬,3259515G2035,アミノ酸・糖・電解質,１キット,,,,ピーエヌツイン－２号輸液,エイワイファーマ,,先発品,,789,,
注射薬,3259515G3031,アミノ酸・糖・電解質,１キット,,,,ピーエヌツイン－３号輸液,エイワイファーマ,,先発品,,895,,
注射薬,3259518G1059,アミノ酸・糖・電解質,５００ｍＬ１キット,,,,ツインパル輸液,エイワイファーマ,後発品,,,470,,
注射薬,3259518G2055,アミノ酸・糖・電解質,１Ｌ１キット,,,,ツインパル輸液,エイワイファーマ,後発品,,,568,,
注射薬,3259521G1034,アミノ酸・糖・脂肪・電解質,９００ｍＬ１キット,,,,ミキシッドＬ輸液,大塚製薬工場,,先発品,,1356,,
注射薬,3259522G1039,アミノ酸・糖・脂肪・電解質,９００ｍＬ１キット,,,,ミキシッドＨ輸液,大塚製薬工場,,先発品,,1378,,
注射薬,3259523G1033,アミノ酸・糖・電解質・ビタミン,９０３ｍＬ１キット,,,,フルカリック１号輸液,テルモ,,先発品,,827,,
注射薬,3259523G3028,アミノ酸・糖・電解質・ビタミン,１３５４．５ｍＬ１キット,,,,フルカリック１号輸液,テルモ,,先発品,,1094,,
注射薬,3259524G1038,アミノ酸・糖・電解質・ビタミン,１００３ｍＬ１キット,,,,フルカリック２号輸液,テルモ,,先発品,,881,,
注射薬,3259524G3022,アミノ酸・糖・電解質・ビタミン,１５０４．５ｍＬ１キット,,,,フルカリック２号輸液,テルモ,,先発品,,1194,,
注射薬,3259525G1032,アミノ酸・糖・電解質・ビタミン,１１０３ｍＬ１キット,,,,フルカリック３号輸液,テルモ,,先発品,,982,,
注射薬,3259526G1037,アミノ酸・糖・電解質・ビタミン,１０００ｍＬ１キット,,,,ネオパレン１号輸液,大塚製薬工場,,先発品,,804,,
注射薬,3259526G2033,アミノ酸・糖・電解質・ビタミン,１５００ｍＬ１キット,,,,ネオパレン１号輸液,大塚製薬工場,,先発品,,1084,,
注射薬,3259527G1031,アミノ酸・糖・電解質・ビタミン,１０００ｍＬ１キット,,,,ネオパレン２号輸液,大塚製薬工場,,先発品,,849,,
注射薬,3259527G2038,アミノ酸・糖・電解質・ビタミン,１５００ｍＬ１キット,,,,ネオパレン２号輸液,大塚製薬工場,,先発品,,1138,,
注射薬,3259528G1044,アミノ酸・糖・電解質・ビタミン,５００ｍＬ１キット,,,,パレセーフ輸液,エイワイファーマ,,先発品,,540,,
注射薬,3259529G1030,アミノ酸・糖・電解質・ビタミン,５００ｍＬ１キット,,,,ビーフリード輸液,大塚製薬工場,,先発品,,490,,
注射薬,3259529G2037,アミノ酸・糖・電解質・ビタミン,１Ｌ１キット,,,,ビーフリード輸液,大塚製薬工場,,先発品,,667,,
注射薬,3259532G1024,アミノ酸・糖・電解質・ビタミン,５００ｍＬ１キット,,,,パレプラス輸液,エイワイファーマ,,先発品,,483,,
注射薬,3259532G2020,アミノ酸・糖・電解質・ビタミン,１０００ｍＬ１キット,,,,パレプラス輸液,エイワイファーマ,,先発品,,721,,
注射薬,3259533G1029,アミノ酸・糖・電解質・ビタミン,１０００ｍＬ１キット,,,,エルネオパＮＦ１号輸液,大塚製薬工場,,先発品,,1127,,
注射薬,3259533G2025,アミノ酸・糖・電解質・ビタミン,１５００ｍＬ１キット,,,,エルネオパＮＦ１号輸液,大塚製薬工場,,先発品,,1444,,
注射薬,3259533G3021,アミノ酸・糖・電解質・ビタミン,２０００ｍＬ１キット,,,,エルネオパＮＦ１号輸液,大塚製薬工場,,先発品,,1749,,
注射薬,3259534G1023,アミノ酸・糖・電解質・ビタミン,１０００ｍＬ１キット,,,,エルネオパＮＦ２号輸液,大塚製薬工場,,先発品,,1210,,
注射薬,3259534G2020,アミノ酸・糖・電解質・ビタミン,１５００ｍＬ１キット,,,,エルネオパＮＦ２号輸液,大塚製薬工場,,先発品,,1528,,
注射薬,3259534G3026,アミノ酸・糖・電解質・ビタミン,２０００ｍＬ１キット,,,,エルネオパＮＦ２号輸液,大塚製薬工場,,先発品,,1875,,
注射薬,3259535G1028,アミノ酸・糖・電解質・ビタミン,８００ｍＬ１キット,,,,ワンパル１号輸液,エイワイファーマ,,先発品,,1399,,
注射薬,3259535G2024,アミノ酸・糖・電解質・ビタミン,１２００ｍＬ１キット,,,,ワンパル１号輸液,エイワイファーマ,,先発品,,1717,,
注射薬,3259536G1022,アミノ酸・糖・電解質・ビタミン,８００ｍＬ１キット,,,,ワンパル２号輸液,エイワイファーマ,,先発品,,1498,,
注射薬,3259536G2029,アミノ酸・糖・電解質・ビタミン,１２００ｍＬ１キット,,,,ワンパル２号輸液,エイワイファーマ,,先発品,,1898,,
注射薬,3259537G1027,アミノ酸・糖・電解質・脂肪・ビタミン,５５０ｍＬ１キット,,,,エネフリード輸液,大塚製薬工場,,先発品,,1048,,
注射薬,3259537G2023,アミノ酸・糖・電解質・脂肪・ビタミン,１１００ｍＬ１キット,,,,エネフリード輸液,大塚製薬工場,,先発品,,1467,,
注射薬,3259600A1020,胎盤絨毛分解物,２ｍＬ１管,,,,メルスモン,メルスモン製薬,後発品,,,200,,
注射薬,3259601A1024,胎盤加水分解物,２ｍＬ１管,,,,ラエンネック,日本生物製剤,後発品,,,189,,
注射薬,3262400A1177,肝臓エキス・フラビンアデニンジヌクレオチド,１ｍＬ１管,,,,アデラビン９号注１ｍＬ,マイラン製薬,,,,146,,
注射薬,3262400A2165,肝臓エキス・フラビンアデニンジヌクレオチド,２ｍＬ１管,,,,アデラビン９号注２ｍＬ,マイラン製薬,,,,242,,
注射薬,3299504A4032,ダイズ油,２５０ｍＬ１袋,,,,イントラリポス輸液１０％,大塚製薬工場,,,,1058,,
注射薬,3299505A4045,ダイズ油,２０％１００ｍＬ１袋,,,,イントラリポス輸液２０％,大塚製薬工場,,,,817,,
注射薬,3299505A5041,ダイズ油,２０％２５０ｍＬ１袋,,,,イントラリポス輸液２０％,大塚製薬工場,,,,1376,,
注射薬,3299505A6030,ダイズ油,２０％５０ｍＬ１袋,,,,イントラリポス輸液２０％,大塚製薬工場,,,,627,,
注射薬,3311400A1017,塩化ナトリウム,１０％２０ｍＬ１管,,,,１０％塩化ナトリウム注射液,,,,,97,,
注射薬,3311400A1068,塩化ナトリウム,１０％２０ｍＬ１管,局,,,大塚食塩注１０％,大塚製薬工場,,,,97,,
注射薬,3311400A1084,塩化ナトリウム,１０％２０ｍＬ１管,局,,,１０％食塩注「小林」,共和クリティケア,,,,97,,
注射薬,3311400A1106,塩化ナトリウム,１０％２０ｍＬ１管,局,,,塩化ナトリウム注１０％「フソー」,扶桑薬品工業,,,,97,,
注射薬,3311400A1114,塩化ナトリウム,１０％２０ｍＬ１管,局,,,塩化ナトリウム注１０％「ＨＫ」,光製薬,,,,97,,
注射薬,3311401A1011,生理食塩液,５ｍＬ１管,,,,生理食塩液,,,,,62,,
注射薬,3311401A1038,生理食塩液,５ｍＬ１管,局,,,生食液「小林」,共和クリティケア,,,,62,,
注射薬,3311401A1089,生理食塩液,５ｍＬ１管,局,,,生理食塩液「フソー」,扶桑薬品工業,,,,62,,
注射薬,3311401A1100,生理食塩液,５ｍＬ１管,局,,,生理食塩液「ＮＰ」,ニプロ,,,,62,,
注射薬,3311401A2018,生理食塩液,２０ｍＬ１管,,,,生理食塩液,,,,,62,,
注射薬,3311401A2026,生理食塩液,２０ｍＬ１管,局,,,大塚生食注,大塚製薬工場,,,,62,,
注射薬,3311401A2204,生理食塩液,２０ｍＬ１管,局,,,生理食塩液ＰＬ「フソー」,扶桑薬品工業,,,,62,,
