"薬価基準収載
医薬品コード",成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,"収載年月日(YYYYMMDD)
【例】
2014年4月1日
(20140401)",備考
2646720Q1057,プレドニゾロン吉草酸エステル酢酸エステル,スピラゾンローション０．３％,３,,
2646720Q1065,プレドニゾロン吉草酸エステル酢酸エステル,リドメックスコーワローション０．３％,２,,
2646721M1068,酪酸プロピオン酸ヒドロコルチゾン,パンデル軟膏０．１％,２,,
2646721M1076,酪酸プロピオン酸ヒドロコルチゾン,イトロン軟膏０．１％,３,,
2646721M1084,酪酸プロピオン酸ヒドロコルチゾン,ハーユロン軟膏０．１％,３,,
2646721M1092,酪酸プロピオン酸ヒドロコルチゾン,酪酸プロピオン酸ヒドロコルチゾン軟膏０．１％「ＹＤ」,３,,
2646721N1071,酪酸プロピオン酸ヒドロコルチゾン,パンデルクリーム０．１％,２,,
2646721N1080,酪酸プロピオン酸ヒドロコルチゾン,イトロンクリーム０．１％,３,,
2646721Q1051,酪酸プロピオン酸ヒドロコルチゾン,パンデルローション０．１％,２,,
2646721Q1060,酪酸プロピオン酸ヒドロコルチゾン,イトロンローション０．１％,３,,
2646722M1011,クロベタゾン酪酸エステル,クロベタゾン酪酸エステル０．０５％軟膏,３,,
2646722M1100,クロベタゾン酪酸エステル,キンダベート軟膏０．０５％,２,,
2646722M1127,クロベタゾン酪酸エステル,パルデス軟膏０．０５％,３,,
2646722M1135,クロベタゾン酪酸エステル,キンダロン軟膏０．０５％,３,,
2646722M1143,クロベタゾン酪酸エステル,クロベタポロン軟膏０．０５％,３,,
2646722M1178,クロベタゾン酪酸エステル,クロベタゾン酪酸エステル軟膏０．０５％「テイコク」,３,,
2646722N1033,クロベタゾン酪酸エステル,パルデスクリーム０．０５％,３,,
2646722Q1048,クロベタゾン酪酸エステル,パルデスローション０．０５％,３,,
2646722Q1056,クロベタゾン酪酸エステル,キンダロンローション０．０５％,３,,
2646723M1016,ジフロラゾン酢酸エステル,ジフロラゾン酢酸エステル０．０５％軟膏,３,,
2646723M1156,ジフロラゾン酢酸エステル,ジフラール軟膏０．０５％,２,,
2646723M1164,ジフロラゾン酢酸エステル,カイノチーム軟膏０．０５％,３,,
2646723M1172,ジフロラゾン酢酸エステル,ダイアコート軟膏０．０５％,２,,
2646723M1180,ジフロラゾン酢酸エステル,ジフロラゾン酢酸エステル軟膏０．０５％「ＹＤ」,３,,
2646723N1011,ジフロラゾン酢酸エステル,ジフロラゾン酢酸エステル０．０５％クリーム,３,,
2646723N1135,ジフロラゾン酢酸エステル,ジフラールクリーム０．０５％,２,,
2646723N1143,ジフロラゾン酢酸エステル,カイノチームクリーム０．０５％,３,,
2646723N1151,ジフロラゾン酢酸エステル,ダイアコートクリーム０．０５％,２,,
2646723N1160,ジフロラゾン酢酸エステル,ジフロラゾン酢酸エステルクリーム０．０５％「ＹＤ」,３,,
2646724M1045,デキサメタゾン吉草酸エステル,ボアラ軟膏０．１２％,１,,
2646724M1053,デキサメタゾン吉草酸エステル,ザルックス軟膏０．１２％,１,,
2646724N1040,デキサメタゾン吉草酸エステル,ボアラクリーム０．１２％,１,,
2646724N1059,デキサメタゾン吉草酸エステル,ザルックスクリーム０．１２％,１,,
2646725M1147,ジフルプレドナート,スチブロン軟膏０．０５％,３,,
2646725M1163,ジフルプレドナート,サイベース軟膏０．０５％,３,,
2646725M1201,ジフルプレドナート,マイザー軟膏０．０５％,２,,
2646725M1210,ジフルプレドナート,ジフルプレドナート軟膏０．０５％「ＫＮ」,３,,
2646725N1126,ジフルプレドナート,スチブロンクリーム０．０５％,３,,
2646725N1150,ジフルプレドナート,マイザークリーム０．０５％,２,,
2646725Q1050,ジフルプレドナート,スチブロンローション０．０５％,３,,
2646725Q1068,ジフルプレドナート,サイベースローション０．０５％,３,,
2646726M1087,デキサメタゾンプロピオン酸エステル,デルムサット軟膏０．１％,３,,
2646726M1095,デキサメタゾンプロピオン酸エステル,メサデルム軟膏０．１％,２,,
2646726M1109,デキサメタゾンプロピオン酸エステル,プロメタゾン軟膏０．１％,３,,
2646726M1117,デキサメタゾンプロピオン酸エステル,メインベート軟膏０．１％,３,,
2646726N1082,デキサメタゾンプロピオン酸エステル,デルムサットクリーム０．１％,３,,
2646726N1090,デキサメタゾンプロピオン酸エステル,メサデルムクリーム０．１％,２,,
2646726N1104,デキサメタゾンプロピオン酸エステル,プロメタゾンクリーム０．１％,３,,
2646726N1112,デキサメタゾンプロピオン酸エステル,メインベートクリーム０．１％,３,,
2646726Q1046,デキサメタゾンプロピオン酸エステル,メサデルムローション０．１％,２,,
2646726Q1054,デキサメタゾンプロピオン酸エステル,メインベートローション０．１％,３,,
2646727M1022,アルクロメタゾンプロピオン酸エステル,アルメタ軟膏,２,,
2646727M1049,アルクロメタゾンプロピオン酸エステル,タルメア軟膏０．１％,３,,
2646727M1057,アルクロメタゾンプロピオン酸エステル,ビトラ軟膏０．１％,３,,
2646729M1048,デプロドンプロピオン酸エステル,エクラー軟膏０．３％,２,,
2646729M1056,デプロドンプロピオン酸エステル,アロミドン軟膏０．３％,３,,
2646729N1043,デプロドンプロピオン酸エステル,エクラークリーム０．３％,２,,
2646729N1051,デプロドンプロピオン酸エステル,アロミドンクリーム０．３％,３,,
2646729Q1031,デプロドンプロピオン酸エステル,エクラーローション０．３％,２,,
2646729S2035,デプロドンプロピオン酸エステル,エクラープラスター２０μｇ／ｃ㎡,２,,
2646730M1032,ベタメタゾン酪酸エステルプロピオン酸エステル,サレックス軟膏０．０５％,３,,
2646730M1040,ベタメタゾン酪酸エステルプロピオン酸エステル,アンフラベート０．０５％軟膏,３,,
2646730M1059,ベタメタゾン酪酸エステルプロピオン酸エステル,アンテベート軟膏０．０５％,２,,
2646730M1067,ベタメタゾン酪酸エステルプロピオン酸エステル,ベタメタゾン酪酸エステルプロピオン酸エステル軟膏０．０５％「ＪＧ」,３,,
2646730N1038,ベタメタゾン酪酸エステルプロピオン酸エステル,サレックスクリーム０．０５％,３,,
2646730N1046,ベタメタゾン酪酸エステルプロピオン酸エステル,アンフラベート０．０５％クリーム,３,,
2646730N1054,ベタメタゾン酪酸エステルプロピオン酸エステル,アンテベートクリーム０．０５％,２,,
2646730Q1026,ベタメタゾン酪酸エステルプロピオン酸エステル,アンテベートローション０．０５％,２,,
2646730Q1034,ベタメタゾン酪酸エステルプロピオン酸エステル,アンフラベート０．０５％ローション,３,,
2646730Q1042,ベタメタゾン酪酸エステルプロピオン酸エステル,ベタメタゾン酪酸エステルプロピオン酸エステルローション０．０５％「ＪＧ」,３,,
2646731M1029,モメタゾンフランカルボン酸エステル,フルメタ軟膏,２,,
2646731M1037,モメタゾンフランカルボン酸エステル,フランカルボン酸モメタゾン軟膏０．１％「イワキ」,３,,
2646731M1045,モメタゾンフランカルボン酸エステル,マイセラ軟膏０．１％,３,,
2646731N1024,モメタゾンフランカルボン酸エステル,フルメタクリーム,２,,
2646731N1032,モメタゾンフランカルボン酸エステル,フランカルボン酸モメタゾンクリーム０．１％「イワキ」,３,,
2646731N1040,モメタゾンフランカルボン酸エステル,マイセラクリーム０．１％,３,,
2646731Q1020,モメタゾンフランカルボン酸エステル,フルメタローション,２,,
2646731Q1039,モメタゾンフランカルボン酸エステル,フランカルボン酸モメタゾンローション０．１％「イワキ」,３,,
2646731Q1047,モメタゾンフランカルボン酸エステル,マイセラローション０．１％,３,,
2646732M1040,プレドニゾロンファルネシル酸エステル,ファルネゾンゲル１．４％,１,,
2647701R1022,フラジオマイシン硫酸塩・プレドニゾロン,エアゾリンＤ１,,,
2647705M1023,オキシテトラサイクリン塩酸塩・ヒドロコルチゾン,テラ・コートリル軟膏,,,
2647707M1022,フルオシノロンアセトニド・フラジオマイシン硫酸塩,デルモランＦ軟膏,３,,
2647707M1049,フルオシノロンアセトニド・フラジオマイシン硫酸塩,フルコートＦ軟膏,,,
2647708M1027,ベタメタゾン吉草酸エステル・フラジオマイシン硫酸塩,ベトネベートＮ軟膏,,,
2647708N1022,ベタメタゾン吉草酸エステル・フラジオマイシン硫酸塩,ベトネベートＮクリーム,,,
2647709M1013,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩軟膏,３,,
2647709M1102,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,リンデロン－ＶＧ軟膏０．１２％,２,,
2647709M1110,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,ルリクールＶＧ軟膏０．１２％,３,,
2647709M1137,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,デキサンＶＧ軟膏０．１２％,３,,
2647709M1145,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,ベトノバールＧ軟膏０．１２％,３,,
2647709N1019,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩クリーム,３,,
2647709N1060,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,リンデロン－ＶＧクリーム０．１２％,２,,
2647709N1078,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,ベトノバールＧクリーム０．１２％,３,,
2647709Q1015,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩ローション,３,,
2647709Q1040,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩,リンデロン－ＶＧローション,２,,
2649700X1013,塩化亜鉛,塩化亜鉛,,,
2649701Q1021,水酸化カルシウム,石灰水（司生堂）,３,,
2649702X1012,硫酸亜鉛水和物,硫酸亜鉛水和物,,,
2649703X1017,硫酸アルミニウムカリウム水和物,硫酸アルミニウムカリウム水和物,,,
2649704M1015,亜鉛華,亜鉛華軟膏,,,
2649704M1066,亜鉛華,亜鉛華軟膏「コザカイ・Ｍ」,,,
2649705X1016,亜鉛華デンプン,亜鉛華デンプン,,,
2649705X1059,亜鉛華デンプン,亜鉛華デンプン「コザカイ・Ｍ」,,,
2649705X1121,亜鉛華デンプン,亜鉛華デンプン「マルイシ」,,,
2649706M1049,酸化亜鉛・豚脂,ウイルソン軟膏「東豊」,３,,
2649708X1010,酸化亜鉛,酸化亜鉛,,,
2649708X1060,酸化亜鉛,酸化亜鉛「ケンエー」,,,
2649708X1150,酸化亜鉛,亜鉛華「ホエイ」,,,
2649708X1206,酸化亜鉛,酸化亜鉛（山善）,,,
2649708X1257,酸化亜鉛,酸化亜鉛「ヨシダ」,,,
2649708X1273,酸化亜鉛,酸化亜鉛原末「マルイシ」,,,
2649708X1281,酸化亜鉛,酸化亜鉛「日医工」,,,
2649709X1014,チンク油,チンク油,,,
2649709X1162,チンク油,チンク油（東海製薬）,,,
2649709X1189,チンク油,チンク油「ホエイ」,,,
2649709X1251,チンク油,チンク油「昭和」（Ｍ）,,,
2649709X1278,チンク油,チンク油「ニッコー」,,,
2649709X1294,チンク油,チンク油「ヨシダ」,,,
2649709X1308,チンク油,チンク油「東豊」,,,
2649709X1316,チンク油,チンク油「ＪＧ」,,,
2649709X1324,チンク油,チンク油「日医工」,,,
2649710M1037,亜鉛華,サトウザルベ軟膏２０％,３,,
2649710M2025,亜鉛華,亜鉛華（１０％）単軟膏「コザカイ・Ｍ」,３,,
2649710M2033,亜鉛華,亜鉛華（１０％）単軟膏シオエ,３,,
