薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考
3420414A7046,腹膜透析液,ミッドペリック４００腹膜透析液,1,,,
3420415A2049,腹膜透析液,ペリセート３６０Ｎ腹膜透析液,1,,,
3420415A3045,腹膜透析液,ペリセート３６０Ｎ腹膜透析液,1,,,
3420415A4041,腹膜透析液,ペリセート３６０Ｎ腹膜透析液,1,,,
3420415A6044,腹膜透析液,ペリセート３６０Ｎ腹膜透析液,1,,,
3420415A7040,腹膜透析液,ペリセート３６０Ｎ腹膜透析液,1,,,
3420415A8047,腹膜透析液,ペリセート３６０Ｎ腹膜透析液,1,,,
3420415H1040,腹膜透析液,ペリセート３６０Ｎ腹膜透析液,1,,,
3420415H6034,腹膜透析液,ペリセート３６０Ｎ腹膜透析液,1,,,
3420416A2043,腹膜透析液,ペリセート４００Ｎ腹膜透析液,1,,,
3420416A3040,腹膜透析液,ペリセート４００Ｎ腹膜透析液,1,,,
3420416A4046,腹膜透析液,ペリセート４００Ｎ腹膜透析液,1,,,
3420416A6049,腹膜透析液,ペリセート４００Ｎ腹膜透析液,1,,,
3420416A7045,腹膜透析液,ペリセート４００Ｎ腹膜透析液,1,,,
3420416A8041,腹膜透析液,ペリセート４００Ｎ腹膜透析液,1,,,
3420416H1045,腹膜透析液,ペリセート４００Ｎ腹膜透析液,1,,,
3420416H3030,腹膜透析液,ペリセート４００Ｎ腹膜透析液,1,,,
3420419A2047,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,2,,,
3420419A3043,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,2,,,
3420419A4040,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,2,,,
3420419A5054,腹膜透析液,ステイセーフバランス　１／１．５　腹膜透析液,★,,,
3420419A5062,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,☆,,,
3420419A6050,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,2,,,
3420419A7065,腹膜透析液,ステイセーフバランス　１／１．５　腹膜透析液,3,,,
3420419A7073,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,2,,,
3420419A8061,腹膜透析液,ステイセーフバランス　１／１．５　腹膜透析液,3,,,
3420419A8070,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,2,,,
3420419A9050,腹膜透析液,ステイセーフバランス　１／１．５　腹膜透析液,3,,,
3420419A9068,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,2,,,
3420419H1065,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液,2,,,
3420420A2040,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,2,,,
3420420A3046,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,2,,,
3420420A4042,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,2,,,
3420420A5057,腹膜透析液,ステイセーフバランス　１／２．５　腹膜透析液,★,,,
3420420A5065,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,☆,,,
3420420A6053,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,2,,,
3420420A7068,腹膜透析液,ステイセーフバランス　１／２．５　腹膜透析液,3,,,
3420420A7076,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,2,,,
3420420A8064,腹膜透析液,ステイセーフバランス　１／２．５　腹膜透析液,★,,,
3420420A8072,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,☆,,,
3420420A9052,腹膜透析液,ステイセーフバランス　１／２．５　腹膜透析液,3,,,
3420420A9060,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,2,,,
3420420H1068,腹膜透析液,ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液,2,,,
3420421A4039,腹膜透析液,ダイアニールＰＤ－４　４．２５腹膜透析液,2,,,
3420421A4047,腹膜透析液,ステイセーフバランス　１／４．２５　腹膜透析液,3,,,
3420421A6040,腹膜透析液,ダイアニールＰＤ－４　４．２５腹膜透析液,2,,,
3420421A6058,腹膜透析液,ステイセーフバランス　１／４．２５　腹膜透析液,3,,,
3420421A7054,腹膜透析液,ステイセーフバランス　１／４．２５　腹膜透析液,3,,,
3420421A8050,腹膜透析液,ステイセーフバランス　１／４．２５　腹膜透析液,3,,,
3420421A8069,腹膜透析液,ダイアニールＰＤ－４　４．２５腹膜透析液,2,,,
3420426A2047,腹膜透析液,ペリセート３６０ＮＬ腹膜透析液,1,,,
3420426A3043,腹膜透析液,ペリセート３６０ＮＬ腹膜透析液,1,,,
3420426A4040,腹膜透析液,ペリセート３６０ＮＬ腹膜透析液,1,,,
3420426A5046,腹膜透析液,ペリセート３６０ＮＬ腹膜透析液,1,,,
3420426A6042,腹膜透析液,ペリセート３６０ＮＬ腹膜透析液,1,,,
3420426A7049,腹膜透析液,ペリセート３６０ＮＬ腹膜透析液,1,,,
3420426A8045,腹膜透析液,ペリセート３６０ＮＬ腹膜透析液,1,,,
3420426H1030,腹膜透析液,ペリセート３６０ＮＬ腹膜透析液,1,,,
3420427A2041,腹膜透析液,ペリセート４００ＮＬ腹膜透析液,1,,,
3420427A3048,腹膜透析液,ペリセート４００ＮＬ腹膜透析液,1,,,
3420427A4044,腹膜透析液,ペリセート４００ＮＬ腹膜透析液,1,,,
3420427A5040,腹膜透析液,ペリセート４００ＮＬ腹膜透析液,1,,,
3420427A6047,腹膜透析液,ペリセート４００ＮＬ腹膜透析液,1,,,
3420427A7043,腹膜透析液,ペリセート４００ＮＬ腹膜透析液,1,,,
3420427A8040,腹膜透析液,ペリセート４００ＮＬ腹膜透析液,1,,,
3420427H1035,腹膜透析液,ペリセート４００ＮＬ腹膜透析液,1,,,
3420429A1044,腹膜透析液,ミッドペリックＬ１３５腹膜透析液,1,,,
3420429A2040,腹膜透析液,ミッドペリックＬ１３５腹膜透析液,1,,,
3420429A3047,腹膜透析液,ミッドペリックＬ１３５腹膜透析液,1,,,
3420429A4043,腹膜透析液,ミッドペリックＬ１３５腹膜透析液,1,,,
3420429A5040,腹膜透析液,ミッドペリックＬ１３５腹膜透析液,1,,,
3420429A6046,腹膜透析液,ミッドペリックＬ１３５腹膜透析液,1,,,
3420429A7042,腹膜透析液,ミッドペリックＬ１３５腹膜透析液,1,,,
3420429H1034,腹膜透析液,ミッドペリックＬ１３５腹膜透析液,1,,,
3420430A1047,腹膜透析液,ミッドペリックＬ２５０腹膜透析液,1,,,
3420430A2043,腹膜透析液,ミッドペリックＬ２５０腹膜透析液,1,,,
3420430A3040,腹膜透析液,ミッドペリックＬ２５０腹膜透析液,1,,,
3420430A4046,腹膜透析液,ミッドペリックＬ２５０腹膜透析液,1,,,
3420430A5042,腹膜透析液,ミッドペリックＬ２５０腹膜透析液,1,,,
3420430A6049,腹膜透析液,ミッドペリックＬ２５０腹膜透析液,1,,,
3420430A7045,腹膜透析液,ミッドペリックＬ２５０腹膜透析液,1,,,
3420430H1037,腹膜透析液,ミッドペリックＬ２５０腹膜透析液,1,,,
3420431A2048,腹膜透析液,ミッドペリックＬ４００腹膜透析液,1,,,
3420431A4040,腹膜透析液,ミッドペリックＬ４００腹膜透析液,1,,,
3420431A5047,腹膜透析液,ミッドペリックＬ４００腹膜透析液,1,,,
3420431A6043,腹膜透析液,ミッドペリックＬ４００腹膜透析液,1,,,
3420432A1038,腹膜透析液,エクストラニール腹膜透析液,2,,,
3420432A1046,腹膜透析液,ニコペリック腹膜透析液,3,,,
3420432A2034,腹膜透析液,エクストラニール腹膜透析液,2,,,
3420432A2042,腹膜透析液,ニコペリック腹膜透析液,3,,,
3420432A3030,腹膜透析液,エクストラニール腹膜透析液,2,,,
3420432A3049,腹膜透析液,ニコペリック腹膜透析液,3,,,
3420432A4037,腹膜透析液,エクストラニール腹膜透析液,2,,,
3420432A4045,腹膜透析液,ニコペリック腹膜透析液,3,,,
3420433A1024,腹膜透析液,レギュニール　ＨＣａ　１．５腹膜透析液,1,,,
3420433A2020,腹膜透析液,レギュニール　ＨＣａ　１．５腹膜透析液,1,,,
3420433A3027,腹膜透析液,レギュニール　ＨＣａ　１．５腹膜透析液,1,,,
3420433A4023,腹膜透析液,レギュニール　ＨＣａ　１．５腹膜透析液,1,,,
3420433A5020,腹膜透析液,レギュニール　ＨＣａ　１．５腹膜透析液,1,,,
3420434A1029,腹膜透析液,レギュニール　ＨＣａ　２．５腹膜透析液,1,,,
3420434A2025,腹膜透析液,レギュニール　ＨＣａ　２．５腹膜透析液,1,,,
3420434A3021,腹膜透析液,レギュニール　ＨＣａ　２．５腹膜透析液,1,,,
3420434A4028,腹膜透析液,レギュニール　ＨＣａ　２．５腹膜透析液,1,,,
3420434A5024,腹膜透析液,レギュニール　ＨＣａ　２．５腹膜透析液,1,,,
3420435A1023,腹膜透析液,レギュニール　ＨＣａ　４．２５腹膜透析液,1,,,
3420436A1028,腹膜透析液,レギュニール　ＬＣａ　１．５腹膜透析液,1,,,
3420436A2024,腹膜透析液,レギュニール　ＬＣａ　１．５腹膜透析液,1,,,
3420436A3020,腹膜透析液,レギュニール　ＬＣａ　１．５腹膜透析液,1,,,
3420436A4027,腹膜透析液,レギュニール　ＬＣａ　１．５腹膜透析液,1,,,
3420436A5023,腹膜透析液,レギュニール　ＬＣａ　１．５腹膜透析液,1,,,
3420437A1022,腹膜透析液,レギュニール　ＬＣａ　２．５腹膜透析液,1,,,
3420437A2029,腹膜透析液,レギュニール　ＬＣａ　２．５腹膜透析液,1,,,
3420437A3025,腹膜透析液,レギュニール　ＬＣａ　２．５腹膜透析液,1,,,
3420437A4021,腹膜透析液,レギュニール　ＬＣａ　２．５腹膜透析液,1,,,
3420437A5028,腹膜透析液,レギュニール　ＬＣａ　２．５腹膜透析液,1,,,
3420438A1027,腹膜透析液,レギュニール　ＬＣａ　４．２５腹膜透析液,1,,,
3919001F2307,プロトポルフィリン二ナトリウム,プロトポルト錠２０ｍｇ,3,,,
3919002B1036,ジクロロ酢酸ジイソプロピルアミン,リバオール散１０％,,,,
3919002F1038,ジクロロ酢酸ジイソプロピルアミン,リバオール錠２０ｍｇ,,,,
3919003F2020,チオプロニン,チオラ錠１００,,,,
3919005F1031,マロチラート,カンテック錠２００ｍｇ,1,,,
3919006B1034,タウリン,タウリン散９８％「大正」,,,,
3919007M1021,プロパゲルマニウム,セロシオンカプセル１０,1,,,
3919100F1150,グリチルリチン・ＤＬ－メチオニン配合剤,グリチロン配合錠,,,,
3919100F1169,グリチルリチン・ＤＬ－メチオニン配合剤,ニチファーゲン配合錠,,,,
3919100F1177,グリチルリチン・ＤＬ－メチオニン配合剤,ネオファーゲンＣ配合錠,,,,
3919300F1190,肝臓加水分解物,レナルチン腸溶錠１００ｍｇ,3,,,
3919502A1120,グリチルリチン・グリシン・システイン配合剤,ケベラＳ注,3,,,
3919502A1155,グリチルリチン・グリシン・システイン配合剤,ニチファーゲン注,3,,,
3919502A1309,グリチルリチン・グリシン・システイン配合剤,アミファーゲンＰ注２０ｍＬ,3,,,
3919502A1341,グリチルリチン・グリシン・システイン配合剤,強力ネオミノファーゲンシー静注２０ｍＬ,,,,
3919502A1350,グリチルリチン・グリシン・システイン配合剤,キョウミノチン静注２０ｍＬ,3,,,
3919502A1376,グリチルリチン・グリシン・システイン配合剤,ネオファーゲン静注２０ｍＬ,3,,,
3919502A1384,グリチルリチン・グリシン・システイン配合剤,強力ネオミノファーゲンシーＰ静注２０ｍＬ,,,,
3919502A1392,グリチルリチン・グリシン・システイン配合剤,アスファーゲン静注２０ｍＬ,3,,,
3919502A1406,グリチルリチン・グリシン・システイン配合剤,グリファーゲン静注２０ｍＬ,3,,,
3919502A1414,グリチルリチン・グリシン・システイン配合剤,レミゲン静注２０ｍＬ,3,,,
3919502A1422,グリチルリチン・グリシン・システイン配合剤,キョウミノチン静注ＰＬ,3,,,
3919502A1430,グリチルリチン・グリシン・システイン配合剤,グルコリン配合静注,3,,,
3919502A1449,グリチルリチン・グリシン・システイン配合剤,ヒシファーゲン配合静注,3,,,
3919502A2100,グリチルリチン・グリシン・システイン配合剤,ニチファーゲン注,3,,,
3919502A2186,グリチルリチン・グリシン・システイン配合剤,強力ネオミノファーゲンシー静注５ｍＬ,,,,
3919502A2194,グリチルリチン・グリシン・システイン配合剤,キョウミノチン静注５ｍＬ,3,,,
3919502A4030,グリチルリチン・グリシン・システイン配合剤,ネオファーゲン静注１００ｍＬ,3,,,
3919502G1077,グリチルリチン・グリシン・システイン配合剤,強力ネオミノファーゲンシー静注シリンジ２０ｍＬ,,,,
3919502G1085,グリチルリチン・グリシン・システイン配合剤,ヒシファーゲン配合静注シリンジ２０ｍＬ,3,,,
3919502G2049,グリチルリチン・グリシン・システイン配合剤,強力ネオミノファーゲンシー静注シリンジ４０ｍＬ,,,,
3919502G2057,グリチルリチン・グリシン・システイン配合剤,ヒシファーゲン配合静注シリンジ４０ｍＬ,3,,,
3921001F1031,エデト酸カルシウム二ナトリウム水和物,ブライアン錠５００ｍｇ,3,,,
3921400A1032,エデト酸カルシウム二ナトリウム水和物,ブライアン点滴静注１ｇ,,,,
3922001B2041,グルタチオン,タチオン散２０％,,,,
3922001F1098,グルタチオン,タチオン錠５０ｍｇ,,,,
3922001F2248,グルタチオン,タチオン錠１００ｍｇ,,,,
3922001F2337,グルタチオン,ランデールチオン錠１００ｍｇ,3,,,
3922400D1060,グルタチオン,タチオン注射用１００ｍｇ,,,,
3922400D3110,グルタチオン,グルタチオン注射用２００ｍｇ「タイヨー」,3,,,
3922400D3128,グルタチオン,タチオン注射用２００ｍｇ,,,,
3923400A1010,ジメルカプロール,ジメルカプロール注射液,,,,
3925400A1015,チオ硫酸ナトリウム水和物,チオ硫酸ナトリウム注射液,,,,
3925400A2011,チオ硫酸ナトリウム水和物,チオ硫酸ナトリウム注射液,,,,
3929001M1039,ペニシラミン,メタルカプターゼカプセル５０ｍｇ,1,,,
3929001M2035,ペニシラミン,メタルカプターゼカプセル１００ｍｇ,1,,,
3929001M3031,ペニシラミン,メタルカプターゼカプセル２００ｍｇ,1,,,
3929003C1059,球形吸着炭,球形吸着炭細粒「マイラン」,3,,,
3929003C1067,球形吸着炭,クレメジン細粒分包２ｇ,2,,,
3929003C1075,球形吸着炭,球形吸着炭細粒分包２ｇ「日医工」,3,,,
3929003F1020,球形吸着炭,クレメジン速崩錠５００ｍｇ,2,,,
3929003M1046,球形吸着炭,球形吸着炭カプセル２００ｍｇ「マイラン」,3,,,
3929003M1054,球形吸着炭,クレメジンカプセル２００ｍｇ,2,,,
3929003M2034,球形吸着炭,球形吸着炭カプセル２８６ｍｇ「日医工」,3,,,
3929004F1025,ホリナートカルシウム,ロイコボリン錠５ｍｇ,1,,,
3929004F2021,ホリナートカルシウム,ユーゼル錠２５ｍｇ,2,,,
3929004F2030,ホリナートカルシウム,ロイコボリン錠２５ｍｇ,2,,,
3929004F2048,ホリナートカルシウム,ホリナート錠２５ｍｇ「タイホウ」,3,,,
3929004F2056,ホリナートカルシウム,ホリナート錠２５ｍｇ「ＤＳＥＰ」,3,,,
