基準番号（ＨＯＴ番号）,処方用番号（ＨＯＴ７）,会社識別用番号,調剤用番号,物流用番号,ＪＡＮコード,薬価基準収載医薬品コード,個別医薬品コード,レセプト電算処理システムコード（１）,レセプト電算処理システムコード（２）,告示名称,販売名,レセプト電算処理システム医薬品名,規格単位,包装形態,包装単位数,包装単位単位,包装総量数,包装総量単位,区分,製造会社,販売会社,更新区分,更新年月日
107096501,1070965,01,,,,3136400A2038,3136400A2038,643130042,,カロマイドＳ注射液１０００μｇ,,カロマイドＳ注射液１０００μｇ　１ｍｇ,１ｍｇ１管,,,,,,注,,山之内,1,20011214
107097201,1070972,01,,,,3136400A2054,3136400A2054,640406076,,コバマミド注１ｍｇ「イセイ」,,コバマミド注１ｍｇ「イセイ」,１ｍｇ１管,,,,,,注,,イセイ,1,20011214
107103001,1071030,01,,,,3136401A1036,3136401A1036,643130054,,コバラミンＨ「イセイ」,,コバラミンＨ「イセイ」　１ｍｇ,１ｍｇ１管,,,,,,注,,イセイ,1,20011214
107104702,1071047,02,,,,3136401A1044,3136401A1044,643130057,,コルサミンＳ,,コルサミンＳ　１ｍｇ,１ｍｇ１管,,,,,,注,,東和薬品,1,20011214
107108501,1071085,01,,,,3136401A1095,3136401A1095,643130084,,ハイコバラミン注「小林」,,ハイコバラミン注「小林」　１ｍｇ,１ｍｇ１管,,,,,,注,,小林製工,1,20020530
107110801,1071108,01,,,,3136401A1141,3136401A1141,643130157,,フレスミンＳ注射液,,フレスミンＳ注射液　１ｍｇ,１ｍｇ１管,,,,,,注,,武田薬品,1,20011214
107111501,1071115,01,,,,3136401A1150,3136401A1150,643130171,,マスブロンＨ注射液,,マスブロンＨ注射液　１ｍｇ,１ｍｇ１管,,,,,,注,,扶桑薬品,1,20011214
107112201,1071122,01,,,,3136402A1014,3136402A1022,643130342,,シアノコバラミン注射液,,ビタミンＢ１２注“Ｚ”１００μｇ,１００μｇ１管,,,,,,注,,日本臓器,1,20011214
107113902,1071139,02,,,,3136402A3017,3136402A3084,643130349,,シアノコバラミン注射液,,ビタミンＢ１２注「小林」　１ｍｇ,１ｍｇ１管,,,,,,注,,小林製工,1,20020530
107113905,1071139,05,,,,3136402A3017,3136402A3106,643130351,,シアノコバラミン注射液,,ビタミンＢ１２注「ミタ」　１ｍｇ,１ｍｇ１管,,,,,,注,,東洋ファルマー,1,20011214
107113906,1071139,06,,,,3136402A3017,3136402A3050,643130346,,シアノコバラミン注射液,,シアノコバラミン注射液１０００μｇ「トーワ」　１ｍｇ,１ｍｇ１管,,,,,,注,,東和薬品,1,20011214
107113907,1071139,07,,,,3136402A3017,3136402A3122,643130353,,シアノコバラミン注射液,,ビタミンＢ１２注“Ｚ”　１ｍｇ,１ｍｇ１管,,,,,,注,,日本臓器,1,20011214
107113909,1071139,09,,,,3136402A3017,3136402A3076,640431004,,シアノコバラミン注射液,,ビタミンＢ１２注射液「ヒシヤマ」　１ｍｇ,１ｍｇ１管,,,,,,注,,菱山製薬,1,20011214
107113911,1071139,11,,,,3136402A3017,3136402A3041,643130345,,シアノコバラミン注射液,,シアノコバラミン注射液（ツルハラ）　１ｍｇ,１ｍｇ１管,,,,,,注,,鶴原製薬,1,20011214
107113915,1071139,15,,,,3136402A3017,3136402A3114,643130352,,シアノコバラミン注射液,,ビタミンＢ１２注１０００「コバヤシ」　１ｍｇ,１ｍｇ１管,,,,,,注,,小林化工,1,20020320
107114601,1071146,01,,,,3136403A1019,3136403A1035,643130039,,メコバラミン０．５ｍｇ注射液,,イセコバミン注　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,イセイ,1,20020625
107114606,1071146,06,,,,3136403A1019,3136403A1060,643130056,,メコバラミン０．５ｍｇ注射液,,コメスゲン注射液　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,辰巳化学,1,20020625
107114608,1071146,08,,,,3136403A1019,3136403A1159,643130301,,メコバラミン０．５ｍｇ注射液,,ローミス注　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,東和薬品,1,20020625
107114609,1071146,09,,,,3136403A1019,3136403A1086,643130086,,メコバラミン０．５ｍｇ注射液,,ハイトコバミンＭ注　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,菱山製薬,1,20020625
107114611,1071146,11,,,,3136403A1019,3136403A1108,643130298,,メコバラミン０．５ｍｇ注射液,,ビーコバＭ注　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,帝三製薬,1,20020625
107114612,1071146,12,,,,3136403A1019,3136403A1124,643130299,,メコバラミン０．５ｍｇ注射液,,メコラミン注　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,日新（山形）,1,20020625
107115301,1071153,01,,,,3136403A1043,3136403A1043,643130041,,カロマイドＭｅ注射液,,カロマイドＭｅ注射液　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,山之内,1,20011214
107116001,1071160,01,,,,3136403A1094,3136403A1094,643130092,,バンコミンＳ注,,バンコミンＳ注　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,大日本製薬,1,20011214
107117701,1071177,01,,,,3136403A1140,3136403A1140,643130224,,メチコバール注射液５００μｇ,,メチコバール注射液５００μｇ　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,エーザイ,1,20011214
107119101,1071191,01,,,,3140001B1015,3140001B1058,613140015,,アスコルビン酸散,,ビタミンＣ散「三研」５％,５％１ｇ,,,,,,内,,三和化学,1,20011214
107119103,1071191,03,,,,3140001B1015,3140001B1066,613140016,,アスコルビン酸散,,ビタミンＣ散「フソー」５０ｍｇ　５％,５％１ｇ,,,,,,内,,扶桑薬品,1,20011214
107119104,1071191,04,,,,3140001B1015,3140001B1023,613140012,,アスコルビン酸散,,アスコルビン酸散（２０倍散）「三恵」　５％,５％１ｇ,,,,,,内,,三恵薬品,1,20011214
107120701,1071207,01,,,,3140001B2011,3140001B2097,613140024,,アスコルビン酸散,,ビタミンＣ散「三研」１０％,１０％１ｇ,,,,,,内,,三和化学,1,20011214
107120702,1071207,02,,,,3140001B2011,3140001B2089,613140023,,アスコルビン酸散,,ビスコリン散　１０％,１０％１ｇ,,,,,,内,,第一製薬,1,20011214
107120703,1071207,03,,,,3140001B2011,3140001B2020,613140017,,アスコルビン酸散,,アスコルチン散　１０％,１０％１ｇ,,,,,,内,,三菱東京,1,20011214
107120704,1071207,04,,,,3140001B2011,3140001B2100,613140025,,アスコルビン酸散,,ビタミンＣ散「フソー」１００ｍｇ　１０％,１０％１ｇ,,,,,,内,,扶桑薬品,1,20011214
107120705,1071207,05,,,,3140001B2011,3140001B2054,613140020,,アスコルビン酸散,,アスコルビン酸１００ｍｇ散（三晃）　１０％,１０％１ｇ,,,,,,内,,模範研究所,1,20011214
107120706,1071207,06,,,,3140001B2011,3140001B2062,613140021,,アスコルビン酸散,,アスコルビン酸散（１０倍散）「三恵」　１０％,１０％１ｇ,,,,,,内,,三恵薬品,1,20011214
107120708,1071207,08,,,,3140001B2011,3140001B2020,613140017,,アスコルビン酸散,,アスコルチン散　１０％,１０％１ｇ,,,,,,内,,三菱ウェルファーマ,1,20020320
107120709,1071207,09,,,,3140001B2011,3140001B2054,613140020,,アスコルビン酸散,,アスコルビン酸１００ｍｇ散（三晃）　１０％,１０％１ｇ,,,,,,内,,メルクホエイ,1,20020320
107121401,1071214,01,,,,3140001B3018,3140001B3026,613140004,,アスコルビン酸散,,アスコルビン酸散　２０％,２０％１ｇ,,,,,,内,,丸石製薬,1,20020625
107122101,1071221,01,,,,3140001X1012,3140001X1020,613140001,,アスコルビン酸,,アスコルビン酸,１ｇ,,,,,,内,,岩城製薬,1,20011214
107122102,1071221,02,,,,3140001X1012,3140001X1128,613140011,,アスコルビン酸,,ビタミンＣ末「三研」,１ｇ,,,,,,内,,三和化学,1,20011214
107122103,1071221,03,,,,3140001X1012,3140001X1110,613140010,,アスコルビン酸,,ビタミンＣ,１ｇ,,,,,,内,,武田薬品,1,20011214
107122104,1071221,04,,,,3140001X1012,3140001X1098,613140008,,アスコルビン酸,,アスコルビン酸シオエ,１ｇ,,,,,,内,,日本新薬,1,20011214
107122105,1071221,05,,,,3140001X1012,3140001X1055,610421085,,アスコルビン酸,,ビタミンＣ「フソー」,１ｇ,,,,,,内,,扶桑薬品,1,20011214
107122106,1071221,06,,,,3140001X1012,3140001X1063,610421084,,アスコルビン酸,,アスコルビン酸「マルイシ」,１ｇ,,,,,,内,,丸石製薬,1,20011214
107122107,1071221,07,,,,3140001X1012,3140001X1080,613140007,,アスコルビン酸,,アスコルビン酸（三晃）,１ｇ,,,,,,内,,模範研究所,1,20011214
107122108,1071221,08,,,,3140001X1012,3140001X1047,613140001,,アスコルビン酸,,アスコルビン酸,１ｇ,,,,,,内,,エビス製薬,1,20011214
107122109,1071221,09,,,,3140001X1012,3140001X1071,613140001,,アスコルビン酸,,アスコルビン酸,１ｇ,,,,,,内,,健栄製薬,1,20011214
107122109,1071221,09,,,,3140001X1012,3140001X1144,613140001,,アスコルビン酸,,アスコルビン酸,１ｇ,,,,,,内,,健栄製薬,1,20020320
107122110,1071221,10,,,,3140001X1012,3140001X1101,613140009,,アスコルビン酸,,アスコルビン酸「ヨシダ」,１ｇ,,,,,,内,,吉田製薬,1,20011214
107122112,1071221,12,,,,3140001X1012,3140001X1136,613140026,,アスコルビン酸,,アスコルビン酸「ニッコー」,１ｇ,,,,,,内,,日興製薬,1,20011214
107122113,1071221,13,,,,3140001X1012,3140001X1071,613140001,,アスコルビン酸,,アスコルビン酸,１ｇ,,,,,,内,,山善製薬,1,20011214
107122114,1071221,14,,,,3140001X1012,3140001X1047,613140001,,アスコルビン酸,,アスコルビン酸,１ｇ,,,,,,内,,中北薬品,1,20011214
107122118,1071221,18,,,,3140001X1012,3140001X1080,613140007,,アスコルビン酸,,アスコルビン酸（三晃）,１ｇ,,,,,,内,,メルクホエイ,1,20020320
107123801,1071238,01,,,,3140002D1029,3140002D1029,613140006,,ハイシー顆粒「タケダ」,,ハイシー顆粒「タケダ」　２５％,２５％１ｇ,,,,,,内,,武田薬品,1,20011214
107123801,1071238,01,,,,3140002D1037,3140002D1037,610454055,,ハイシー顆粒２５％,,ハイシー顆粒２５％,２５％１ｇ,,,,,,内,,武田薬品,1,20011214
107124501,1071245,01,,,,3140400A2014,3140400A2073,643140018,,アスコルビン酸注射液,,シータック注　１００ｍｇ,１００ｍｇ１管,,,,,,注,,イセイ,1,20011214
107124502,1071245,02,,,,3140400A2014,3140400A2162,643140027,,アスコルビン酸注射液,,ビタＣ注１０％　１００ｍｇ,１００ｍｇ１管,,,,,,注,,小林製工,1,20020530
107124503,1071245,03,,,,3140400A2014,3140400A2049,643140015,,アスコルビン酸注射液,,アスコルビン酸注１０％「サワイ」　１００ｍｇ,１００ｍｇ１管,,,,,,注,,沢井製薬,1,20011214
107124504,1071245,04,,,,3140400A2014,3140400A2120,643140023,,アスコルビン酸注射液,,ビタミンＣ注「三研」　１００ｍｇ,１００ｍｇ１管,,,,,,注,,三和化学,1,20011214
107124505,1071245,05,,,,3140400A2014,3140400A2090,643140020,,アスコルビン酸注射液,,ビスコリン注１０％　１００ｍｇ,１００ｍｇ１管,,,,,,注,,第一製薬,1,20011214
107124506,1071245,06,,,,3140400A2014,3140400A2057,643140016,,アスコルビン酸注射液,,アスコルビン酸注射液１００ｍｇ「タカタ」,１００ｍｇ１管,,,,,,注,,高田製薬,1,20011214
107124507,1071245,07,,,,3140400A2014,3140400A2103,643140021,,アスコルビン酸注射液,,ビタシミン注　１００ｍｇ,１００ｍｇ１管,,,,,,注,,武田薬品,1,20011214
107124508,1071245,08,,,,3140400A2014,3140400A2030,643140014,,アスコルビン酸注射液,,アスコルチン注射液　１００ｍｇ,１００ｍｇ１管,,,,,,注,,三菱東京,1,20011214
107124509,1071245,09,,,,3140400A2014,3140400A2111,643140022,,アスコルビン酸注射液,,ビタミンＣ注「トーワ」１００ｍｇ,１００ｍｇ１管,,,,,,注,,東和薬品,1,20011214
107124510,1071245,10,,,,3140400A2014,3140400A2146,643140025,,アスコルビン酸注射液,,ビタミンＣ注「ヒシヤマ」１０％　１００ｍｇ,１００ｍｇ１管,,,,,,注,,菱山製薬,1,20011214
107124511,1071245,11,,,,3140400A2014,3140400A2154,643140026,,アスコルビン酸注射液,,ビタミンＣ注「フソー」ー１００ｍｇ,１００ｍｇ１管,,,,,,注,,扶桑薬品,1,20011214
107124513,1071245,13,,,,3140400A2014,3140400A2065,643140017,,アスコルビン酸注射液,,カラシミンＣ注射液１０％　１００ｍｇ,１００ｍｇ１管,,,,,,注,,鶴原製薬,1,20011214
107124516,1071245,16,,,,3140400A2014,3140400A2081,643140019,,アスコルビン酸注射液,,ビーシー注　１００ｍｇ,１００ｍｇ１管,,,,,,注,,日医工,1,20011214
107124517,1071245,17,,,,3140400A2014,3140400A2022,640408021,,アスコルビン酸注射液,,アクタミンＣ注射液１０％　１００ｍｇ,１００ｍｇ１管,,,,,,注,,東豊薬品,1,20020530
107124520,1071245,20,,,,3140400A2014,3140400A2030,643140014,,アスコルビン酸注射液,,アスコルチン注射液　１００ｍｇ,１００ｍｇ１管,,,,,,注,,三菱ウェルファーマ,1,20020320
107125201,1071252,01,,,,3140400A3010,3140400A3045,643140030,,アスコルビン酸注射液,,ミターＣ注　２００ｍｇ,２００ｍｇ１管,,,,,,注,,東洋ファルマー,1,20011214
107125202,1071252,02,,,,3140400A3010,3140400A3029,643140028,,アスコルビン酸注射液,,アスコルチン注射液　２００ｍｇ,２００ｍｇ１管,,,,,,注,,三菱東京,1,20011214
107125203,1071252,03,,,,3140400A3010,3140400A3029,643140028,,アスコルビン酸注射液,,アスコルチン注射液　２００ｍｇ,２００ｍｇ１管,,,,,,注,,三菱ウェルファーマ,1,20020320
107126901,1071269,01,,,,3140400A4017,3140400A4076,643140036,,アスコルビン酸注射液,,シータック注２５％　５００ｍｇ,５００ｍｇ１管,,,,,,注,,イセイ,1,20011214
107126903,1071269,03,,,,3140400A4017,3140400A4165,643140045,,アスコルビン酸注射液,,ビタＣ注２５％　５００ｍｇ,５００ｍｇ１管,,,,,,注,,小林製工,1,20020530
107126904,1071269,04,,,,3140400A4017,3140400A4050,643140034,,アスコルビン酸注射液,,アスコルビン酸注２５％「サワイ」　５００ｍｇ,５００ｍｇ１管,,,,,,注,,沢井製薬,1,20011214
107126905,1071269,05,,,,3140400A4017,3140400A4092,643140038,,アスコルビン酸注射液,,ビスコリン注２５％　５００ｍｇ,５００ｍｇ１管,,,,,,注,,第一製薬,1,20011214
107126906,1071269,06,,,,3140400A4017,3140400A4106,643140039,,アスコルビン酸注射液,,ビタシミン注　５００ｍｇ,５００ｍｇ１管,,,,,,注,,武田薬品,1,20011214
107126907,1071269,07,,,,3140400A4017,3140400A4041,643140033,,アスコルビン酸注射液,,高単位アスコルチン注射液　５００ｍｇ,５００ｍｇ１管,,,,,,注,,三菱東京,1,20011214
107126908,1071269,08,,,,3140400A4017,3140400A4173,643140046,,アスコルビン酸注射液,,ミターＣ注　５００ｍｇ,５００ｍｇ１管,,,,,,注,,東洋ファルマー,1,20011214
107126909,1071269,09,,,,3140400A4017,3140400A4122,643140041,,アスコルビン酸注射液,,ビタミンＣ注「トーワ」５００ｍｇ,５００ｍｇ１管,,,,,,注,,東和薬品,1,20011214
107126910,1071269,10,,,,3140400A4017,3140400A4149,643140043,,アスコルビン酸注射液,,ビタミンＣ注「ヒシヤマ」２５％　５００ｍｇ,５００ｍｇ１管,,,,,,注,,菱山製薬,1,20011214
107126911,1071269,11,,,,3140400A4017,3140400A4157,643140044,,アスコルビン酸注射液,,ビタミンＣ注「フソー」ー５００ｍｇ,５００ｍｇ１管,,,,,,注,,扶桑薬品,1,20011214
107126913,1071269,13,,,,3140400A4017,3140400A4068,643140035,,アスコルビン酸注射液,,カラシミンＣ注射液２５％　５００ｍｇ,５００ｍｇ１管,,,,,,注,,鶴原製薬,1,20011214
107126917,1071269,17,,,,3140400A4017,3140400A4025,640408022,,アスコルビン酸注射液,,アクタミンＣ注射液２５％　５００ｍｇ,５００ｍｇ１管,,,,,,注,,東豊薬品,1,20020530
107126921,1071269,21,,,,3140400A4017,3140400A4041,643140033,,アスコルビン酸注射液,,高単位アスコルチン注射液　５００ｍｇ,５００ｍｇ１管,,,,,,注,,三菱ウェルファーマ,1,20020320
107127601,1071276,01,,,,3140400A5013,3140400A5030,643140048,,アスコルビン酸注射液,,シータック注２０％　１ｇ,１ｇ１管,,,,,,注,,イセイ,1,20011214
107127604,1071276,04,,,,3140400A5013,3140400A5064,643140051,,アスコルビン酸注射液,,ビタミンＣ注「ヒシヤマ」２０％　１ｇ,１ｇ１管,,,,,,注,,菱山製薬,1,20011214
107127606,1071276,06,,,,3140400A5013,3140400A5048,643140049,,アスコルビン酸注射液,,ビタシン注５％　１ｇ,１ｇ１管,,,,,,注,,東和薬品,1,20011214
107128302,1071283,02,,,,3140400A6010,3140400A6044,643140054,,アスコルビン酸注射液,,ビタミンＣ注「フソー」ー２ｇ,２ｇ１管,,,,,,注,,扶桑薬品,1,20011214
107128303,1071283,03,,,,3140400A6010,3140400A6036,643140053,,アスコルビン酸注射液,,ビタシン注１０％　２ｇ,２ｇ１管,,,,,,注,,東和薬品,1,20011214
107130601,1071306,01,,,,3140500A2020,3140500A2020,643140011,,クリストファン注,,クリストファン注　２０ｍＬ,２０ｍＬ１管,,,,,,注,,帝三製薬,1,20011214
107130602,1071306,02,,,,3140500A2020,3140500A2020,643140011,,クリストファン注,,クリストファン注　２０ｍＬ,２０ｍＬ１管,,,,,,注,,日新（山形）,1,20011214
107131301,1071313,01,,,,3150001F1021,3150001F1021,613150061,,ビタミンＥ錠「ミタ」,,ビタミンＥ錠「ミタ」　５０ｍｇ,５０ｍｇ１錠,,,,,,内,,東洋ファルマー,1,20011214
107132001,1071320,01,,,,3150001F2036,3150001F2036,613150009,,イータップＳ錠「イセイ」,,イータップＳ錠「イセイ」　１００ｍｇ,１００ｍｇ１錠,,,,,,内,,イセイ,1,20011214
107133701,1071337,01,,,,3150002D1025,3150002D1025,613150116,,ユベーＥ顆粒,,ユベーＥ顆粒　２０％,２０％１ｇ,,,,,,内,,鶴原製薬,1,20011214
107134401,1071344,01,,,,3150002D1033,3150002D1033,613150121,,ユベラ顆粒,,ユベラ顆粒　２０％,２０％１ｇ,,,,,,内,,エーザイ,1,20011214
107135101,1071351,01,,,,3150002F1077,3150002F1077,613150045,,バナールＥ５０,,バナールＥ　５０ｍｇ,５０ｍｇ１錠,,,,,,内,,東和薬品,1,20011214
107136801,1071368,01,,,,3150002F1107,3150002F1107,613150057,,ビタミンＥ錠（竹島）,,ビタミンＥ錠（竹島）　５０ｍｇ,５０ｍｇ１錠,,,,,,内,,三和化学,1,20011214
107136802,1071368,02,,,,3150002F1107,3150002F1107,613150057,,ビタミンＥ錠（竹島）,,ビタミンＥ錠（竹島）　５０ｍｇ,５０ｍｇ１錠,,,,,,内,,竹島製薬,1,20011214
